@RELATION @user-item

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_sim STRING

@DATA
859,1513,4, </endperson20414>,</endperson20414>,</endperson20414>,</endperson20414>, </endperson20414>
860,1426,5, </endperson20415>,</endperson20415>,</endperson20415>,</endperson20415>, </endperson20415>
860,1513,5, </endperson20416>,</endperson20416>,</endperson20416>,</endperson20416>, </endperson20416>
860,1716,4,films:-1 </endperson20417>,</endperson20417>,</endperson20417>,</endperson20417>, </endperson20417>
860,673,3,reviews:+1 movie:-1 </endperson20418>,</endperson20418>,</endperson20418>,</endperson20418>, </endperson20418>
860,1433,5, </endperson20419>,</endperson20419>,</endperson20419>,</endperson20419>, </endperson20419>
861,692,5,isnt:+1 actors:-1 </endperson20420>,465</endperson20420>,3</endperson20420>,script:-1 stunts:-1 </endperson20420>,0.4210821747965079 </endperson20420>
861,383,5,movie:+1 </endperson20421>,</endperson20421>,</endperson20421>,</endperson20421>, </endperson20421>
861,386,4,movie:+1 </endperson20422>,</endperson20422>,</endperson20422>,</endperson20422>, </endperson20422>
861,2602,3,movie:-1 </endperson20423>,919</endperson20423>,2</endperson20423>, </endperson20423>,0.47486010200106854 </endperson20423>
861,1516,4,moments:-1 movie:-1 </endperson20424>,</endperson20424>,</endperson20424>,</endperson20424>, </endperson20424>
861,1439,4, </endperson20425>,</endperson20425>,</endperson20425>,</endperson20425>, </endperson20425>
861,698,3,character:-1 </endperson20426>,</endperson20426>,</endperson20426>,</endperson20426>, </endperson20426>
862,1632,3,plot:+1 </endperson20427>,</endperson20427>,</endperson20427>,</endperson20427>, </endperson20427>
862,1601,4,comedy:+1 </endperson20428>,</endperson20428>,</endperson20428>,</endperson20428>, </endperson20428>
862,1525,3,scenes:+1 </endperson20429>,</endperson20429>,</endperson20429>,</endperson20429>, </endperson20429>
862,1299,4, </endperson20430>,</endperson20430>,</endperson20430>,</endperson20430>, </endperson20430>
862,2406,3,films:+1 character:+1 performance:-1 </endperson20431>,</endperson20431>,</endperson20431>,</endperson20431>, </endperson20431>
862,665,2, </endperson20432>,</endperson20432>,</endperson20432>,</endperson20432>, </endperson20432>
862,1380,3, </endperson20433>,</endperson20433>,</endperson20433>,</endperson20433>, </endperson20433>
862,1359,4, </endperson20434>,</endperson20434>,</endperson20434>,</endperson20434>, </endperson20434>
862,316,3,trailer:-1 scenes:-1 </endperson20435>,</endperson20435>,</endperson20435>,</endperson20435>, </endperson20435>
862,1582,2,acting:+1 movie:-1 script:-1 </endperson20436>,</endperson20436>,</endperson20436>,</endperson20436>, </endperson20436>
862,1697,3,performance:+1 </endperson20437>,</endperson20437>,</endperson20437>,</endperson20437>, </endperson20437>
862,2578,5,nudity:-1 </endperson20438>,</endperson20438>,</endperson20438>,</endperson20438>, </endperson20438>
862,1489,3, </endperson20439>,</endperson20439>,</endperson20439>,</endperson20439>, </endperson20439>
862,1682,3,moments:-1 </endperson20440>,</endperson20440>,</endperson20440>,</endperson20440>, </endperson20440>
862,379,1,films:-1 scenes:-1 tlook:-1 zombies:-1 </endperson20441>,500</endperson20441>,4</endperson20441>, </endperson20441>,0.0 </endperson20441>
862,882,4, </endperson20442>,</endperson20442>,</endperson20442>,</endperson20442>, </endperson20442>
863,2752,5,movie:+1 movie:-1 </endperson20443>,</endperson20443>,</endperson20443>,</endperson20443>, </endperson20443>
863,1432,5,movie:+1 isnt:+1 wizard:+1 movie:-1 </endperson20444>,672</endperson20444>,4</endperson20444>,character:-1 </endperson20444>,0.0 </endperson20444>
863,1403,4,movies:+1 </endperson20445>,</endperson20445>,</endperson20445>,</endperson20445>, </endperson20445>
863,388,5, </endperson20446>,</endperson20446>,</endperson20446>,</endperson20446>, </endperson20446>
863,1508,4,movie:+1 performances:+1 plot:-1 </endperson20447>,</endperson20447>,</endperson20447>,</endperson20447>, </endperson20447>
863,697,5,movie:+1 humour:-1 </endperson20448>,</endperson20448>,</endperson20448>,</endperson20448>, </endperson20448>
863,2689,5, </endperson20449>,</endperson20449>,</endperson20449>,</endperson20449>, </endperson20449>
863,675,5, </endperson20450>,676</endperson20450>,4</endperson20450>, </endperson20450>,0.2596685917363385 </endperson20450>
863,1464,5, </endperson20451>,676</endperson20451>,4</endperson20451>, </endperson20451>,0.2596685917363385 </endperson20451>
863,1407,5,movies:+1 movie:+1 </endperson20452>,676</endperson20452>,4</endperson20452>, </endperson20452>,0.2596685917363385 </endperson20452>
863,1692,5,movie:+1 plot:-1 </endperson20453>,676</endperson20453>,4</endperson20453>, </endperson20453>,0.2596685917363385 </endperson20453>
864,1536,5, </endperson20454>,</endperson20454>,</endperson20454>,</endperson20454>, </endperson20454>
864,1611,4, </endperson20455>,</endperson20455>,</endperson20455>,</endperson20455>, </endperson20455>
864,1609,3, </endperson20456>,</endperson20456>,</endperson20456>,</endperson20456>, </endperson20456>
864,1031,5, </endperson20457>,</endperson20457>,</endperson20457>,</endperson20457>, </endperson20457>
864,1363,5, </endperson20458>,</endperson20458>,</endperson20458>,</endperson20458>, </endperson20458>
864,1066,5,acting:+1 </endperson20459>,</endperson20459>,</endperson20459>,</endperson20459>, </endperson20459>
864,1451,5, </endperson20460>,</endperson20460>,</endperson20460>,</endperson20460>, </endperson20460>
864,1306,5, </endperson20461>,</endperson20461>,</endperson20461>,</endperson20461>, </endperson20461>
865,2333,3,plot:+1 </endperson20462>,</endperson20462>,</endperson20462>,</endperson20462>, </endperson20462>
865,1649,4, </endperson20463>,</endperson20463>,</endperson20463>,</endperson20463>, </endperson20463>
865,1359,4,plot:-1 </endperson20464>,</endperson20464>,</endperson20464>,</endperson20464>, </endperson20464>
865,1403,4, </endperson20465>,762</endperson20465>,4</endperson20465>,character:-1 </endperson20465>,0.0 </endperson20465>
865,386,5,character:-1 </endperson20466>,</endperson20466>,</endperson20466>,</endperson20466>, </endperson20466>
865,1260,4, </endperson20467>,208;;;;833</endperson20467>,3;;;;3</endperson20467>,gum:-1 ;;;;character:-1 </endperson20467>,0.4034858986546992;;;;0.0 </endperson20467>
865,381,3,character:+1 character:-1 </endperson20468>,</endperson20468>,</endperson20468>,</endperson20468>, </endperson20468>
865,196,4, </endperson20469>,297</endperson20469>,4</endperson20469>, </endperson20469>,0.12992517332798958 </endperson20469>
865,1355,5, </endperson20470>,</endperson20470>,</endperson20470>,</endperson20470>, </endperson20470>
865,2757,4, </endperson20471>,</endperson20471>,</endperson20471>,</endperson20471>, </endperson20471>
865,418,4,humour:+1 </endperson20472>,</endperson20472>,</endperson20472>,</endperson20472>, </endperson20472>
865,1439,5, </endperson20473>,</endperson20473>,</endperson20473>,</endperson20473>, </endperson20473>
865,698,3,plot:+1 </endperson20474>,</endperson20474>,</endperson20474>,</endperson20474>, </endperson20474>
865,419,4, </endperson20475>,</endperson20475>,</endperson20475>,</endperson20475>, </endperson20475>
866,1467,3,cast:+1 </endperson20476>,</endperson20476>,</endperson20476>,</endperson20476>, </endperson20476>
866,2555,4,movie:-1 </endperson20477>,</endperson20477>,</endperson20477>,</endperson20477>, </endperson20477>
866,2812,3,character:-1 </endperson20478>,</endperson20478>,</endperson20478>,</endperson20478>, </endperson20478>
866,2844,4, </endperson20479>,</endperson20479>,</endperson20479>,</endperson20479>, </endperson20479>
866,1680,4,movie:+1 isnt:-1 </endperson20480>,</endperson20480>,</endperson20480>,</endperson20480>, </endperson20480>
866,2476,5, </endperson20481>,</endperson20481>,</endperson20481>,</endperson20481>, </endperson20481>
867,899,5,baddie:+1 </endperson20482>,</endperson20482>,</endperson20482>,</endperson20482>, </endperson20482>
867,2033,5, </endperson20483>,</endperson20483>,</endperson20483>,</endperson20483>, </endperson20483>
867,1372,4, </endperson20484>,</endperson20484>,</endperson20484>,</endperson20484>, </endperson20484>
867,979,4, </endperson20485>,</endperson20485>,</endperson20485>,</endperson20485>, </endperson20485>
867,1271,4, </endperson20486>,</endperson20486>,</endperson20486>,</endperson20486>, </endperson20486>
867,2869,4,movie:-1 </endperson20487>,</endperson20487>,</endperson20487>,</endperson20487>, </endperson20487>
867,2269,5,movie:+1 </endperson20488>,</endperson20488>,</endperson20488>,</endperson20488>, </endperson20488>
867,2297,4, </endperson20489>,</endperson20489>,</endperson20489>,</endperson20489>, </endperson20489>
867,1551,4, </endperson20490>,</endperson20490>,</endperson20490>,</endperson20490>, </endperson20490>
867,684,5,star:+1 </endperson20491>,</endperson20491>,</endperson20491>,</endperson20491>, </endperson20491>
867,1407,5,movie:-1 </endperson20492>,</endperson20492>,</endperson20492>,</endperson20492>, </endperson20492>
867,1581,5, </endperson20493>,</endperson20493>,</endperson20493>,</endperson20493>, </endperson20493>
867,1244,4, </endperson20494>,</endperson20494>,</endperson20494>,</endperson20494>, </endperson20494>
867,2977,5,romance:+1 </endperson20495>,</endperson20495>,</endperson20495>,</endperson20495>, </endperson20495>
867,402,5,movie:+1 </endperson20496>,</endperson20496>,</endperson20496>,</endperson20496>, </endperson20496>
867,890,4,movie:+1 </endperson20497>,</endperson20497>,</endperson20497>,</endperson20497>, </endperson20497>
867,2448,5, </endperson20498>,</endperson20498>,</endperson20498>,</endperson20498>, </endperson20498>
867,397,2, </endperson20499>,</endperson20499>,</endperson20499>,</endperson20499>, </endperson20499>
867,715,4, </endperson20500>,</endperson20500>,</endperson20500>,</endperson20500>, </endperson20500>
867,2770,4, </endperson20501>,</endperson20501>,</endperson20501>,</endperson20501>, </endperson20501>
867,909,4,movie:+1 comedy:+1 </endperson20502>,</endperson20502>,</endperson20502>,</endperson20502>, </endperson20502>
867,2465,4,moments:-1 </endperson20503>,</endperson20503>,</endperson20503>,</endperson20503>, </endperson20503>
867,1109,5, </endperson20504>,</endperson20504>,</endperson20504>,</endperson20504>, </endperson20504>
867,1369,4,movie:+1 </endperson20505>,</endperson20505>,</endperson20505>,</endperson20505>, </endperson20505>
867,411,4, </endperson20506>,</endperson20506>,</endperson20506>,</endperson20506>, </endperson20506>
867,2705,4, </endperson20507>,</endperson20507>,</endperson20507>,</endperson20507>, </endperson20507>
867,2642,5,movie:+1 </endperson20508>,</endperson20508>,</endperson20508>,</endperson20508>, </endperson20508>
867,677,5, </endperson20509>,</endperson20509>,</endperson20509>,</endperson20509>, </endperson20509>
867,2991,5, </endperson20510>,</endperson20510>,</endperson20510>,</endperson20510>, </endperson20510>
867,2749,3, </endperson20511>,</endperson20511>,</endperson20511>,</endperson20511>, </endperson20511>
867,1664,5,movie:+1 movie:-1 </endperson20512>,</endperson20512>,</endperson20512>,</endperson20512>, </endperson20512>
867,409,4,movie:-1 </endperson20513>,</endperson20513>,</endperson20513>,</endperson20513>, </endperson20513>
867,1024,4,movie:-1 </endperson20514>,</endperson20514>,</endperson20514>,</endperson20514>, </endperson20514>
867,2881,5, </endperson20515>,</endperson20515>,</endperson20515>,</endperson20515>, </endperson20515>
867,1679,3, </endperson20516>,</endperson20516>,</endperson20516>,</endperson20516>, </endperson20516>
867,2887,4,movie:-1 </endperson20517>,</endperson20517>,</endperson20517>,</endperson20517>, </endperson20517>
867,1391,4, </endperson20518>,</endperson20518>,</endperson20518>,</endperson20518>, </endperson20518>
867,2287,5, </endperson20519>,</endperson20519>,</endperson20519>,</endperson20519>, </endperson20519>
867,2713,5, </endperson20520>,</endperson20520>,</endperson20520>,</endperson20520>, </endperson20520>
867,247,4, </endperson20521>,</endperson20521>,</endperson20521>,</endperson20521>, </endperson20521>
867,2584,5, </endperson20522>,</endperson20522>,</endperson20522>,</endperson20522>, </endperson20522>
867,408,4, </endperson20523>,</endperson20523>,</endperson20523>,</endperson20523>, </endperson20523>
867,2476,5, </endperson20524>,</endperson20524>,</endperson20524>,</endperson20524>, </endperson20524>
867,2760,1,movie:-1 </endperson20525>,</endperson20525>,</endperson20525>,</endperson20525>, </endperson20525>
867,1740,3, </endperson20526>,</endperson20526>,</endperson20526>,</endperson20526>, </endperson20526>
867,2786,4, </endperson20527>,</endperson20527>,</endperson20527>,</endperson20527>, </endperson20527>
867,1416,5, </endperson20528>,</endperson20528>,</endperson20528>,</endperson20528>, </endperson20528>
867,1383,5, </endperson20529>,</endperson20529>,</endperson20529>,</endperson20529>, </endperson20529>
867,242,3, </endperson20530>,</endperson20530>,</endperson20530>,</endperson20530>, </endperson20530>
867,1378,3, </endperson20531>,</endperson20531>,</endperson20531>,</endperson20531>, </endperson20531>
867,1273,4,movie:-1 </endperson20532>,</endperson20532>,</endperson20532>,</endperson20532>, </endperson20532>
867,1536,1, </endperson20533>,</endperson20533>,</endperson20533>,</endperson20533>, </endperson20533>
867,2680,4,movie:+1 </endperson20534>,</endperson20534>,</endperson20534>,</endperson20534>, </endperson20534>
867,1083,4,movie:+1 </endperson20535>,</endperson20535>,</endperson20535>,</endperson20535>, </endperson20535>
867,1892,4,movie:+1 </endperson20536>,</endperson20536>,</endperson20536>,</endperson20536>, </endperson20536>
867,410,4,movie:+1 </endperson20537>,</endperson20537>,</endperson20537>,</endperson20537>, </endperson20537>
867,743,5, </endperson20538>,</endperson20538>,</endperson20538>,</endperson20538>, </endperson20538>
867,313,4, </endperson20539>,</endperson20539>,</endperson20539>,</endperson20539>, </endperson20539>
867,431,4,moments:-1 </endperson20540>,</endperson20540>,</endperson20540>,</endperson20540>, </endperson20540>
867,1437,5, </endperson20541>,</endperson20541>,</endperson20541>,</endperson20541>, </endperson20541>
867,422,4, </endperson20542>,</endperson20542>,</endperson20542>,</endperson20542>, </endperson20542>
867,2949,3, </endperson20543>,</endperson20543>,</endperson20543>,</endperson20543>, </endperson20543>
867,2590,4,movie:+1 </endperson20544>,</endperson20544>,</endperson20544>,</endperson20544>, </endperson20544>
867,965,4, </endperson20545>,</endperson20545>,</endperson20545>,</endperson20545>, </endperson20545>
867,1739,4, </endperson20546>,</endperson20546>,</endperson20546>,</endperson20546>, </endperson20546>
867,2615,4, </endperson20547>,</endperson20547>,</endperson20547>,</endperson20547>, </endperson20547>
867,2308,4, </endperson20548>,</endperson20548>,</endperson20548>,</endperson20548>, </endperson20548>
867,1744,3, </endperson20549>,</endperson20549>,</endperson20549>,</endperson20549>, </endperson20549>
867,2844,2, </endperson20550>,</endperson20550>,</endperson20550>,</endperson20550>, </endperson20550>
867,2490,4, </endperson20551>,</endperson20551>,</endperson20551>,</endperson20551>, </endperson20551>
867,279,4, </endperson20552>,</endperson20552>,</endperson20552>,</endperson20552>, </endperson20552>
867,66,5, </endperson20553>,</endperson20553>,</endperson20553>,</endperson20553>, </endperson20553>
867,1981,1,movie:-1 scenes:-1 </endperson20554>,</endperson20554>,</endperson20554>,</endperson20554>, </endperson20554>
867,2652,5, </endperson20555>,</endperson20555>,</endperson20555>,</endperson20555>, </endperson20555>
867,2697,3,character:-1 </endperson20556>,</endperson20556>,</endperson20556>,</endperson20556>, </endperson20556>
867,2650,4, </endperson20557>,</endperson20557>,</endperson20557>,</endperson20557>, </endperson20557>
867,2542,5, </endperson20558>,</endperson20558>,</endperson20558>,</endperson20558>, </endperson20558>
867,2551,4,movie:+1 </endperson20559>,</endperson20559>,</endperson20559>,</endperson20559>, </endperson20559>
867,1893,5,movie:+1 </endperson20560>,</endperson20560>,</endperson20560>,</endperson20560>, </endperson20560>
867,2554,5, </endperson20561>,</endperson20561>,</endperson20561>,</endperson20561>, </endperson20561>
867,635,4,movie:+1 </endperson20562>,</endperson20562>,</endperson20562>,</endperson20562>, </endperson20562>
867,1384,3, </endperson20563>,</endperson20563>,</endperson20563>,</endperson20563>, </endperson20563>
867,1014,4,movie:+1 </endperson20564>,</endperson20564>,</endperson20564>,</endperson20564>, </endperson20564>
867,2137,2,movie:-1 </endperson20565>,</endperson20565>,</endperson20565>,</endperson20565>, </endperson20565>
867,2261,5,movie:+1 </endperson20566>,</endperson20566>,</endperson20566>,</endperson20566>, </endperson20566>
867,2447,5,movie:+1 </endperson20567>,</endperson20567>,</endperson20567>,</endperson20567>, </endperson20567>
867,2809,4,movie:+1 </endperson20568>,</endperson20568>,</endperson20568>,</endperson20568>, </endperson20568>
867,2495,2, </endperson20569>,</endperson20569>,</endperson20569>,</endperson20569>, </endperson20569>
867,2444,4,cast:+1 </endperson20570>,</endperson20570>,</endperson20570>,</endperson20570>, </endperson20570>
867,2975,4,movies:+1 movie:+1 </endperson20571>,</endperson20571>,</endperson20571>,</endperson20571>, </endperson20571>
867,668,4, </endperson20572>,</endperson20572>,</endperson20572>,</endperson20572>, </endperson20572>
867,1323,4,movie:-1 </endperson20573>,</endperson20573>,</endperson20573>,</endperson20573>, </endperson20573>
867,2080,4,movie:+1 </endperson20574>,</endperson20574>,</endperson20574>,</endperson20574>, </endperson20574>
867,265,3, </endperson20575>,</endperson20575>,</endperson20575>,</endperson20575>, </endperson20575>
867,2772,4, </endperson20576>,</endperson20576>,</endperson20576>,</endperson20576>, </endperson20576>
867,675,4,movie:+1 </endperson20577>,</endperson20577>,</endperson20577>,</endperson20577>, </endperson20577>
867,1303,5, </endperson20578>,</endperson20578>,</endperson20578>,</endperson20578>, </endperson20578>
867,149,4,actors:+1 movie:+1 watch:-1 </endperson20579>,</endperson20579>,</endperson20579>,</endperson20579>, </endperson20579>
867,2242,4, </endperson20580>,</endperson20580>,</endperson20580>,</endperson20580>, </endperson20580>
867,423,5,movie:+1 </endperson20581>,</endperson20581>,</endperson20581>,</endperson20581>, </endperson20581>
867,2338,5, </endperson20582>,</endperson20582>,</endperson20582>,</endperson20582>, </endperson20582>
867,921,4,movie:+1 </endperson20583>,</endperson20583>,</endperson20583>,</endperson20583>, </endperson20583>
867,70,4,movie:+1 </endperson20584>,</endperson20584>,</endperson20584>,</endperson20584>, </endperson20584>
867,1405,4, </endperson20585>,</endperson20585>,</endperson20585>,</endperson20585>, </endperson20585>
867,1066,5,character:-1 </endperson20586>,</endperson20586>,</endperson20586>,</endperson20586>, </endperson20586>
867,1528,5, </endperson20587>,</endperson20587>,</endperson20587>,</endperson20587>, </endperson20587>
867,427,3, </endperson20588>,</endperson20588>,</endperson20588>,</endperson20588>, </endperson20588>
867,807,5, </endperson20589>,</endperson20589>,</endperson20589>,</endperson20589>, </endperson20589>
867,1435,4,star:+1 </endperson20590>,</endperson20590>,</endperson20590>,</endperson20590>, </endperson20590>
867,2401,4,arent:+1 </endperson20591>,</endperson20591>,</endperson20591>,</endperson20591>, </endperson20591>
867,396,4, </endperson20592>,</endperson20592>,</endperson20592>,</endperson20592>, </endperson20592>
867,1662,4,movie:+1 isnt:+1 </endperson20593>,</endperson20593>,</endperson20593>,</endperson20593>, </endperson20593>
867,2258,4, </endperson20594>,</endperson20594>,</endperson20594>,</endperson20594>, </endperson20594>
867,2698,5, </endperson20595>,</endperson20595>,</endperson20595>,</endperson20595>, </endperson20595>
867,1046,5, </endperson20596>,</endperson20596>,</endperson20596>,</endperson20596>, </endperson20596>
868,1360,3, </endperson20597>,</endperson20597>,</endperson20597>,</endperson20597>, </endperson20597>
868,1263,2, </endperson20598>,</endperson20598>,</endperson20598>,</endperson20598>, </endperson20598>
868,2232,3, </endperson20599>,</endperson20599>,</endperson20599>,</endperson20599>, </endperson20599>
868,1483,3, </endperson20600>,</endperson20600>,</endperson20600>,</endperson20600>, </endperson20600>
868,1506,3,storyline:+1 </endperson20601>,</endperson20601>,</endperson20601>,</endperson20601>, </endperson20601>
868,2789,3,specialeffects:+1 </endperson20602>,</endperson20602>,</endperson20602>,</endperson20602>, </endperson20602>
868,1507,5, </endperson20603>,293</endperson20603>,3</endperson20603>,reviews:+1 films:-1 reviews:-1 plot:-1 </endperson20603>,0.11936993638971183 </endperson20603>
868,2602,4,star:-1 </endperson20604>,</endperson20604>,</endperson20604>,</endperson20604>, </endperson20604>
868,2833,4,wi:+1 </endperson20605>,</endperson20605>,</endperson20605>,</endperson20605>, </endperson20605>
868,2503,4,character:+1 </endperson20606>,</endperson20606>,</endperson20606>,</endperson20606>, </endperson20606>
868,1299,4,moments:-1 </endperson20607>,323</endperson20607>,4</endperson20607>, </endperson20607>,0.5805618894421054 </endperson20607>
868,1275,5, </endperson20608>,</endperson20608>,</endperson20608>,</endperson20608>, </endperson20608>
868,2806,4,soundtrack:+1 </endperson20609>,</endperson20609>,</endperson20609>,</endperson20609>, </endperson20609>
868,418,4, </endperson20610>,</endperson20610>,</endperson20610>,</endperson20610>, </endperson20610>
869,1582,5, </endperson20611>,278</endperson20611>,4</endperson20611>,films:+1 movie:+1 movie:-1 </endperson20611>,0.5232263850999705 </endperson20611>
869,1507,1,movie:+1 everyones:-1 </endperson20612>,</endperson20612>,</endperson20612>,</endperson20612>, </endperson20612>
869,680,4,diamond:+1 </endperson20613>,</endperson20613>,</endperson20613>,</endperson20613>, </endperson20613>
869,688,3, </endperson20614>,</endperson20614>,</endperson20614>,</endperson20614>, </endperson20614>
869,696,4,cast:+1 </endperson20615>,</endperson20615>,</endperson20615>,</endperson20615>, </endperson20615>
869,698,4,wi:+1 </endperson20616>,</endperson20616>,</endperson20616>,</endperson20616>, </endperson20616>
869,2583,3,isnt:-1 </endperson20617>,</endperson20617>,</endperson20617>,</endperson20617>, </endperson20617>
869,2883,2, </endperson20618>,</endperson20618>,</endperson20618>,</endperson20618>, </endperson20618>
869,681,4, </endperson20619>,</endperson20619>,</endperson20619>,</endperson20619>, </endperson20619>
869,2271,3, </endperson20620>,</endperson20620>,</endperson20620>,</endperson20620>, </endperson20620>
869,2846,4,performance:+1 </endperson20621>,</endperson20621>,</endperson20621>,</endperson20621>, </endperson20621>
869,1498,5,movie:+1 actionmovie:-1 </endperson20622>,</endperson20622>,</endperson20622>,</endperson20622>, </endperson20622>
869,1326,5,plot:+1 </endperson20623>,</endperson20623>,</endperson20623>,</endperson20623>, </endperson20623>
870,421,2, </endperson20624>,</endperson20624>,</endperson20624>,</endperson20624>, </endperson20624>
870,2797,4, </endperson20625>,</endperson20625>,</endperson20625>,</endperson20625>, </endperson20625>
870,1391,4, </endperson20626>,</endperson20626>,</endperson20626>,</endperson20626>, </endperson20626>
870,1664,3, </endperson20627>,</endperson20627>,</endperson20627>,</endperson20627>, </endperson20627>
870,422,4, </endperson20628>,</endperson20628>,</endperson20628>,</endperson20628>, </endperson20628>
870,1046,4, </endperson20629>,</endperson20629>,</endperson20629>,</endperson20629>, </endperson20629>
870,2588,2, </endperson20630>,</endperson20630>,</endperson20630>,</endperson20630>, </endperson20630>
870,176,4,films:-1 </endperson20631>,</endperson20631>,</endperson20631>,</endperson20631>, </endperson20631>
870,2960,4, </endperson20632>,</endperson20632>,</endperson20632>,</endperson20632>, </endperson20632>
870,2176,4, </endperson20633>,</endperson20633>,</endperson20633>,</endperson20633>, </endperson20633>
870,1536,4, </endperson20634>,</endperson20634>,</endperson20634>,</endperson20634>, </endperson20634>
870,2649,4, </endperson20635>,</endperson20635>,</endperson20635>,</endperson20635>, </endperson20635>
870,1439,5, </endperson20636>,</endperson20636>,</endperson20636>,</endperson20636>, </endperson20636>
870,1043,4, </endperson20637>,</endperson20637>,</endperson20637>,</endperson20637>, </endperson20637>
870,901,4, </endperson20638>,</endperson20638>,</endperson20638>,</endperson20638>, </endperson20638>
870,1323,4, </endperson20639>,</endperson20639>,</endperson20639>,</endperson20639>, </endperson20639>
870,2448,5, </endperson20640>,</endperson20640>,</endperson20640>,</endperson20640>, </endperson20640>
870,2772,3, </endperson20641>,</endperson20641>,</endperson20641>,</endperson20641>, </endperson20641>
870,2984,4, </endperson20642>,</endperson20642>,</endperson20642>,</endperson20642>, </endperson20642>
870,3009,3, </endperson20643>,</endperson20643>,</endperson20643>,</endperson20643>, </endperson20643>
870,405,4, </endperson20644>,</endperson20644>,</endperson20644>,</endperson20644>, </endperson20644>
870,3018,4, </endperson20645>,</endperson20645>,</endperson20645>,</endperson20645>, </endperson20645>
870,1719,4,films:+1 </endperson20646>,</endperson20646>,</endperson20646>,</endperson20646>, </endperson20646>
870,684,4, </endperson20647>,</endperson20647>,</endperson20647>,</endperson20647>, </endperson20647>
870,2401,5, </endperson20648>,</endperson20648>,</endperson20648>,</endperson20648>, </endperson20648>
870,430,4,films:-1 </endperson20649>,</endperson20649>,</endperson20649>,</endperson20649>, </endperson20649>
870,2583,4, </endperson20650>,</endperson20650>,</endperson20650>,</endperson20650>, </endperson20650>
870,396,3, </endperson20651>,</endperson20651>,</endperson20651>,</endperson20651>, </endperson20651>
870,681,5, </endperson20652>,</endperson20652>,</endperson20652>,</endperson20652>, </endperson20652>
870,2338,5,scenes:+1 </endperson20653>,</endperson20653>,</endperson20653>,</endperson20653>, </endperson20653>
870,2302,5,plot:+1 </endperson20654>,</endperson20654>,</endperson20654>,</endperson20654>, </endperson20654>
870,1452,5,films:+1 </endperson20655>,</endperson20655>,</endperson20655>,</endperson20655>, </endperson20655>
870,1408,4,movie:+1 </endperson20656>,</endperson20656>,</endperson20656>,</endperson20656>, </endperson20656>
870,1755,5, </endperson20657>,</endperson20657>,</endperson20657>,</endperson20657>, </endperson20657>
870,2777,5, </endperson20658>,</endperson20658>,</endperson20658>,</endperson20658>, </endperson20658>
870,1532,3, </endperson20659>,</endperson20659>,</endperson20659>,</endperson20659>, </endperson20659>
870,1217,5, </endperson20660>,1035</endperson20660>,4</endperson20660>, </endperson20660>,0.2819187431360026 </endperson20660>
870,1261,5, </endperson20661>,</endperson20661>,</endperson20661>,</endperson20661>, </endperson20661>
870,2814,4, </endperson20662>,</endperson20662>,</endperson20662>,</endperson20662>, </endperson20662>
870,1473,4, </endperson20663>,</endperson20663>,</endperson20663>,</endperson20663>, </endperson20663>
870,1475,4,acting:+1 ending:-1 </endperson20664>,</endperson20664>,</endperson20664>,</endperson20664>, </endperson20664>
871,2569,4,isnt:-1 </endperson20665>,</endperson20665>,</endperson20665>,</endperson20665>, </endperson20665>
871,1858,1,movie:-1 </endperson20666>,</endperson20666>,</endperson20666>,</endperson20666>, </endperson20666>
871,1257,4, </endperson20667>,</endperson20667>,</endperson20667>,</endperson20667>, </endperson20667>
871,2790,5,films:+1 scenes:+1 disc:-1 </endperson20668>,</endperson20668>,</endperson20668>,</endperson20668>, </endperson20668>
871,1342,3, </endperson20669>,</endperson20669>,</endperson20669>,</endperson20669>, </endperson20669>
871,2415,5,soundtrack:+1 </endperson20670>,</endperson20670>,</endperson20670>,</endperson20670>, </endperson20670>
872,1427,5,movie:+1 movie:-1 </endperson20671>,</endperson20671>,</endperson20671>,</endperson20671>, </endperson20671>
872,1514,4,familyfilm:+1 movie:+1 </endperson20672>,</endperson20672>,</endperson20672>,</endperson20672>, </endperson20672>
872,800,4,movie:+1 movie:-1 </endperson20673>,</endperson20673>,</endperson20673>,</endperson20673>, </endperson20673>
872,3025,5,movie:+1 watch:+1 </endperson20674>,</endperson20674>,</endperson20674>,</endperson20674>, </endperson20674>
872,1507,2, </endperson20675>,471</endperson20675>,3</endperson20675>,isnt:-1 </endperson20675>,0.5688289135589168 </endperson20675>
872,1360,5, </endperson20676>,</endperson20676>,</endperson20676>,</endperson20676>, </endperson20676>
872,669,3, </endperson20677>,</endperson20677>,</endperson20677>,</endperson20677>, </endperson20677>
872,1516,5, </endperson20678>,</endperson20678>,</endperson20678>,</endperson20678>, </endperson20678>
872,1643,2, </endperson20679>,</endperson20679>,</endperson20679>,</endperson20679>, </endperson20679>
873,866,4,movie:-1 </endperson20680>,</endperson20680>,</endperson20680>,</endperson20680>, </endperson20680>
873,837,5,movies:+1 character:+1 movie:+1 character:-1 plot:-1 </endperson20681>,</endperson20681>,</endperson20681>,</endperson20681>, </endperson20681>
873,2690,2,films:+1 plot:-1 </endperson20682>,</endperson20682>,</endperson20682>,</endperson20682>, </endperson20682>
